id,Title,Abstract,Author,Link,Publish Date,Update Date,Primary Category,Category,Publish Year,Category_New
1105.0103v6,A Simple Proof of the Existence of a Planar Separator,"we provide a simple proof of the existence of a planar separator by showing that it is an easy consequence of the circle packing theorem. we also reprove other results on separators, including:   (a) there is a simple cycle separator if the planar graph is triangulated. furthermore, if each face has at most $d$ edges on its boundary, then there is a cycle separator of size o(sqrt{d n}).   (b) for a set of n balls in r^d, that are k-ply, there is a separator, in the intersection graph of the balls, of size o(k^{1/d}n^{1-1/d}).   (c) the k nearest neighbor graph of a set of n points in r^d contains a separator of size o(k^{1/d} n^{1-1/d}).   the new proofs are (arguably) significantly simpler than previous proofs.",Sariel Har-Peled,http://arxiv.org/pdf/1105.0103v6,2011-04-30T17:47:56Z,2016-05-02T18:07:54Z,cs.CG,['cs.CG'],2011,cs
1107.1398v1,Efficient Loop Navigation for Symbolic Execution,"symbolic execution is a successful and very popular technique used in software verification and testing. a key limitation of symbolic execution is in dealing with code containing loops. the problem is that even a single loop can generate a huge number of different symbolic execution paths, corresponding to different number of loop iterations and taking various paths through the loop.   we introduce a technique which, given a start location above some loops and a target location anywhere below these loops, returns a feasible path between these two locations, if such a path exists. the technique infers a collection of constraint systems from the program and uses them to steer the symbolic execution towards the target. on reaching a loop it iteratively solves the appropriate constraint system to find out which path through this loop to take, or, alternatively, whether to continue below the loop. to construct the constraint systems we express the values of variables modified in a loop as functions of the number of times a given path through the loop was executed.   we have built a prototype implementation of our technique and compared it to state-of-the-art symbolic execution tools on simple programs with loops. the results show significant improvements in the running time. we found instances where our algorithm finished in seconds, whereas the other tools did not finish within an hour. our approach also shows very good results in the case when the target location is not reachable by any feasible path.",Jan Obdrzalek,http://arxiv.org/pdf/1107.1398v1,2011-07-07T14:13:14Z,2011-07-07T14:13:14Z,cs.PL,"['cs.PL', 'D.2.4; F.3.1']",2011,cs
1103.0921v1,Managing and Querying Web Services Communities: A Survey,"with the advance of web services technologies and the emergence of web services into the information space, tremendous opportunities for empowering users and organizations appear in various application domains including electronic commerce, travel, intelligence information gathering and analysis, health care, digital government, etc. however, the technology to organize, search, integrate these web services has not kept pace with the rapid growth of the available information space. the number of web services to be integrated may be large and continuously changing. to ease and improve the process of web services discovery in an open environment like the internet, it is suggested to gather similar web services into groups known as communities. although web services are intensively investigated, the community management issues have not been addressed yet in this paper we draw an overview of several web services communities' management approaches based on some currently existing communities platforms and frameworks. we also discuss different approaches for querying and selecting web services under the umbrella of web services communities'. we compare the current approaches among each others with respect to some key requirements.",Hela Limam,http://arxiv.org/pdf/1103.0921v1,2011-03-03T10:45:11Z,2011-03-03T10:45:11Z,cs.DB,['cs.DB'],2011,cs
1107.1676v1,"A multilingual/multicultural semantic-based approach to improve Data
  Sharing in an SDI for Nature Conservation","the paper proposes an approach to transcend multicultural and multilingual barriers in the use and reuse of geographical data at the european level. the approach aims at sharing scientific terms in the field of nature conservation with the goal of assisting different user communities with metadata compilation and information discovery. a multi-thesauri solution is proposed, based on a common thesaurus framework for nature conservation, where different well-known knowledge organization systems are assembled and shared. it has been designed according to semantic web and w3c recommendations employing skos standard models and linked data to publish the thesauri as a whole in machine-understandable format. the outcome is a powerful framework satisfying the requirements of modularity and openness for further thesaurus extension and updating, interlinking among thesauri, and exploitability from other systems. the paper supports the employment of linked data to deal with terminologies in complex domains such as nature conservation and it proposes a hands-on recipe to publish thesauri in the framework.",Monica De Martino,http://arxiv.org/pdf/1107.1676v1,2011-07-08T16:50:38Z,2011-07-08T16:50:38Z,cs.DL,['cs.DL'],2011,cs
1107.4217v1,A Glance into the Future of Human Computer Interactions,"computers have a direct impact on our lives nowadays. human's interaction with the computer has modified with the passage of time as improvement in technology occurred the better the human computer interaction became. today we are facilitated by the operating system that has reduced all the complexity of hardware and we undergo our computation in a very convenient way irrespective of the process occurring at the hardware level. though the human computer interaction has improved but it's not done yet. if we come to the future the computer's role in our lives would be a lot more rather our life would be of the artificial intelligence. in our future the biggest resource would be component of time and wasting time for a key board entry or a mouse input would be unbearable so the need would be of the computer interaction environment that along with the complexity reduction also minimizes the time wastage in the human computer interaction. accordingly in our future the computation would also be increased it would not be a simple operating system limited to a computer it would be computers managing our entire life activities hence fall out of domain of present computers electronic based architecture .in this research paper we propose a model that shall be meeting the future human computer interaction needs possessing linguistic human computer interference environment based on surface technology, automation and photonic computing, which would be reliable, efficient and quicker satisfying all the future artificial intelligence pre requisites.",Umer Farooq,http://arxiv.org/pdf/1107.4217v1,2011-07-21T09:59:21Z,2011-07-21T09:59:21Z,cs.HC,['cs.HC'],2011,cs
1105.6041v1,The Perceptron with Dynamic Margin,"the classical perceptron rule provides a varying upper bound on the maximum margin, namely the length of the current weight vector divided by the total number of updates up to that time. requiring that the perceptron updates its internal state whenever the normalized margin of a pattern is found not to exceed a certain fraction of this dynamic upper bound we construct a new approximate maximum margin classifier called the perceptron with dynamic margin (pdm). we demonstrate that pdm converges in a finite number of steps and derive an upper bound on them. we also compare experimentally pdm with other perceptron-like algorithms and support vector machines on hard margin tasks involving linear kernels which are equivalent to 2-norm soft margin.",Constantinos Panagiotakopoulos,http://arxiv.org/pdf/1105.6041v1,2011-05-30T17:02:09Z,2011-05-30T17:02:09Z,cs.LG,['cs.LG'],2011,cs
1111.6265v1,"A Scalable Video Search Engine Based on Audio Content Indexing and Topic
  Segmentation","one important class of online videos is that of news broadcasts. most news organisations provide near-immediate access to topical news broadcasts over the internet, through rss streams or podcasts. until lately, technology has not made it possible for a user to automatically go to the smaller parts, within a longer broadcast, that might interest them. recent advances in both speech recognition systems and natural language processing have led to a number of robust tools that allow us to provide users with quicker, more focussed access to relevant segments of one or more news broadcast videos. here we present our new interface for browsing or searching news broadcasts (video/audio) that exploits these new language processing tools to (i) provide immediate access to topical passages within news broadcasts, (ii) browse news broadcasts by events as well as by people, places and organisations, (iii) perform cross lingual search of news broadcasts, (iv) search for news through a map interface, (v) browse news by trending topics, and (vi) see automatically-generated textual clues for news segments, before listening. our publicly searchable demonstrator currently indexes daily broadcast news content from 50 sources in english, french, chinese, arabic, spanish, dutch and russian.",Julien Lawto,http://arxiv.org/pdf/1111.6265v1,2011-11-27T15:08:36Z,2011-11-27T15:08:36Z,cs.MM,['cs.MM'],2011,cs
1110.3126v1,Web-Based Multi-View Visualizations for Aggregated Statistics,"with the rise of the open data movement a lot of statistical data has been made publicly available by governments, statistical offices and other organizations. first efforts to visualize are made by the data providers themselves. data aggregators go a step beyond: they collect data from different open data repositories and make them comparable by providing data sets from different providers and showing different statistics in the same chart. another approach is to visualize two different indicators in a scatter plot or on a map. the integration of several data sets in one graph can have several drawbacks: different scales and units are mixed, the graph gets visually cluttered and one cannot easily distinguish between different indicators. our approach marks a combination of (1) the integration of live data from different data sources, (2) presenting different indicators in coordinated visualizations and (3) allows adding user visualizations to enrich official statistics with personal data. each indicator gets its own visualization, which fits best for the individual indicator in case of visualization type, scale, unit etc. the different visualizations are linked, so that related items can easily be identified by using mouse over effects on data items.",Daniel Hienert,http://arxiv.org/pdf/1110.3126v1,2011-10-14T06:31:26Z,2011-10-14T06:31:26Z,cs.HC,['cs.HC'],2011,cs
1101.1110v1,Provenance for Aggregate Queries,"we study in this paper provenance information for queries with aggregation. provenance information was studied in the context of various query languages that do not allow for aggregation, and recent work has suggested to capture provenance by annotating the different database tuples with elements of a commutative semiring and propagating the annotations through query evaluation. we show that aggregate queries pose novel challenges rendering this approach inapplicable. consequently, we propose a new approach, where we annotate with provenance information not just tuples but also the individual values within tuples, using provenance to describe the values computation. we realize this approach in a concrete construction, first for ""simple"" queries where the aggregation operator is the last one applied, and then for arbitrary (positive) relational algebra queries with aggregation; the latter queries are shown to be more challenging in this context. finally, we use aggregation to encode queries with difference, and study the semantics obtained for such queries on provenance annotated databases.",Yael Amsterdamer,http://arxiv.org/pdf/1101.1110v1,2011-01-05T22:20:29Z,2011-01-05T22:20:29Z,cs.DB,['cs.DB'],2011,cs
1105.2849v1,Pattern avoidance with involution,we give the avoidance indices (morphic and antimorphic) for all unary patterns with involution.,James D. Currie,http://arxiv.org/pdf/1105.2849v1,2011-05-13T22:59:27Z,2011-05-13T22:59:27Z,cs.FL,['cs.FL'],2011,cs
1108.2758v1,Absoluteness of subword inequality is undecidable,"mateescu, salomaa, and yu asked: is it decidable whether a given subword history assumes only non-negative values for all words over a given alphabet. in this paper, we solve this open problem by proving that this problem is undecidable even under stronger conditions than supposed originally.",Shinnosuke Seki,http://arxiv.org/pdf/1108.2758v1,2011-08-13T04:59:10Z,2011-08-13T04:59:10Z,cs.FL,"['cs.FL', '68Q17, 68Q45']",2011,cs
1107.4661v1,MediaWiki Grammar Recovery,"the paper describes in detail the recovery effort of one of the official mediawiki grammars. over two hundred grammar transformation steps are reported and annotated, leading to delivery of a level 2 grammar, semi-automatically extracted from a community created semi-formal text using at least five different syntactic notations, several non-enforced naming conventions, multiple misspellings, obsolete parsing technology idiosyncrasies and other problems commonly encountered in grammars that were not engineered properly. having a quality grammar will allow to test and validate it further, without alienating the community with a separately developed grammar.",Vadim Zaytsev,http://arxiv.org/pdf/1107.4661v1,2011-07-23T06:30:44Z,2011-07-23T06:30:44Z,cs.MM,['cs.MM'],2011,cs
1110.4245v1,An Improved Analytical Expression for Write Amplification in NAND Flash,"agarwal et al. gave an closed-form expression for write amplification in nand flash memory by finding the probability of a page being valid over the whole flash memory. this paper gives an improved analytic expression for write amplification in nand flash memory by finding the probability of a page being invalid over the block selected for garbage collection. the improved expression uses lambert w function. through asymptotic analysis, write amplification is shown to depend on overprovisioning factor only, consistent with the previous work. comparison with numerical simulations shows that the improved expression achieves a more accurate prediction of write amplification. for example, when the overprovisioning factor is 0.3, the expression proposed by this paper gives a write amplification of 2.36 whereas that of the previous work gives 2.17, when the actual value is 2.35.",Luojie Xiang,http://arxiv.org/pdf/1110.4245v1,2011-10-19T11:33:43Z,2011-10-19T11:33:43Z,cs.PF,['cs.PF'],2011,cs
1108.5497v3,Facile Algebraic Representation of a Novel Quaternary Logic,"in this work, a novel quaternary algebra has been proposed that can be used to implement an arbitrary quaternary logic function in more than one systematic ways. the proposed logic has evolved from and is closely related to the boolean algebra for binary domain; yet it does not lack the benefits of a higher-radix system. it offers seamless integration of the binary logic functions and expressions through a set of transforms and allows any binary logic simplification technique to be applied in quaternary domain. since physical realization of the operators defined in this logic has recently been reported, it has become very important to have a well-defined algebra that will facilitate the algebraic manipulation of the novel quaternary logic and aid in designing various complex logic circuits. therefore, based on our earlier works, here we describe the complete algebraic representation of this logic for the first time. the efficacy of the logic has been shown by designing and comparing several common logic circuits with existing designs in both binary and quaternary domain.",Ifat Jahangir,http://arxiv.org/pdf/1108.5497v3,2011-08-28T08:07:09Z,2017-12-19T19:25:24Z,cs.AR,['cs.AR'],2011,cs
1112.3787v1,Approximating Constraint Propagation in Datalog,"we present a technique exploiting datalog with aggregates to improve the performance of programs with arithmetic (in)equalities. our approach employs a source-to-source program transformation which approximates the propagation technique from constraint programming. the experimental evaluation of the approach shows good run time speed-ups on a range of non-recursive as well as recursive programs. furthermore, our technique improves upon the previously reported in the literature constraint magic set transformation approach.",Dario Campagna,http://arxiv.org/pdf/1112.3787v1,2011-12-16T12:26:59Z,2011-12-16T12:26:59Z,cs.PL,"['cs.PL', 'D.1.6; D.3']",2011,cs
1106.6214v3,The Cost of Bounded Curvature,"we study the motion-planning problem for a car-like robot whose turning radius is bounded from below by one and which is allowed to move in the forward direction only (dubins car). for two robot configurations $\sigma, \sigma'$, let $\ell(\sigma, \sigma')$ be the shortest bounded-curvature path from $\sigma$ to $\sigma'$. for $d \geq 0$, let $\ell(d)$ be the supremum of $\ell(\sigma, \sigma')$, over all pairs $(\sigma, \sigma')$ that are at euclidean distance $d$. we study the function $\dub(d) = \ell(d) - d$, which expresses the difference between the bounded-curvature path length and the euclidean distance of its endpoints. we show that $\dub(d)$ decreases monotonically from $\dub(0) = 7\pi/3$ to $\dub(\ds) = 2\pi$, and is constant for $d \geq \ds$. here $\ds \approx 1.5874$. we describe pairs of configurations that exhibit the worst-case of $\dub(d)$ for every distance $d$.",Hyo-Sil Kim,http://arxiv.org/pdf/1106.6214v3,2011-06-30T12:58:49Z,2012-11-02T08:11:26Z,cs.CG,['cs.CG'],2011,cs
1103.4913v1,"Automatic Open Space Area Extraction and Change Detection from High
  Resolution Urban Satellite Images","in this paper, we study efficient and reliable automatic extraction algorithm to find out the open space area from the high resolution urban satellite imagery, and to detect changes from the extracted open space area during the period 2003, 2006 and 2008. this automatic extraction and change detection algorithm uses some filters, segmentation and grouping that are applied on satellite images. the resultant images may be used to calculate the total available open space area and the built up area. it may also be used to compare the difference between present and past open space area using historical urban satellite images of that same projection, which is an important geo spatial data management application.",B. G. Kodge,http://arxiv.org/pdf/1103.4913v1,2011-03-25T07:02:09Z,2011-03-25T07:02:09Z,cs.CV,"['cs.CV', 'I.4.6; I.5']",2011,cs
1105.0491v1,Using a smart phone for information rendering in Computer-Aided Surgery,"computer-aided surgery intensively uses the concept of navigation: after having collected ct data from a patient and transferred them to the operating room coordinate system, the surgical instrument (a puncture needle for instance) is localized and its position is visualized with respect to the patient organs which are not directly visible. this approach is very similar to the gps paradigm. traditionally, three orthogonal slices in the patient data are presented on a distant screen. sometimes a 3d representation is also added. in this study we evaluated the potential of adding a smart phone as a man-machine interaction device. different experiments involving operators puncturing a phantom are reported in this paper.",Le Bellego Gael,http://arxiv.org/pdf/1105.0491v1,2011-05-03T07:07:44Z,2011-05-03T07:07:44Z,cs.HC,['cs.HC'],2011,cs
1101.0766v1,Information Retrieval of Jumbled Words,it is known that humans can easily read words where the letters have been jumbled in a certain way. this paper examines this problem by associating a distance measure with the jumbling process. modifications to text were generated according to the damerau-levenshtein distance and it was checked if the users are able to read it. graphical representations of the results are provided.,Venkata Ravinder Paruchuri,http://arxiv.org/pdf/1101.0766v1,2011-01-04T16:59:24Z,2011-01-04T16:59:24Z,cs.IR,['cs.IR'],2011,cs
1109.3606v1,"Near Optimality in Covering and Packing Games by Exposing Global
  Information","covering and packing problems can be modeled as games to encapsulate interesting social and engineering settings. these games have a high price of anarchy in their natural formulation. however, existing research applicable to specific instances of these games has only been able to prove fast convergence to arbitrary equilibria. this paper studies general classes of covering and packing games with learning dynamics models that incorporate a central authority who broadcasts weak, socially beneficial signals to agents that otherwise only use local information in their decision-making. rather than illustrating convergence to an arbitrary equilibrium that may have very high social cost, we show that these systems quickly achieve near-optimal performance.   in particular, we show that in the public service advertising model, reaching a small constant fraction of the agents is enough to bring the system to a state within a log n factor of optimal in a broad class of set cover and set packing games or a constant factor of optimal in the special cases of vertex cover and maximum independent set, circumventing social inefficiency of bad local equilibria that could arise without a central authority. we extend these results to the learn-then-decide model, in which agents use any of a broad class of learning algorithms to decide in a given round whether to behave according to locally optimal behavior or the behavior prescribed by the broadcast signal. the new techniques we use for analyzing these games could be of broader interest for analyzing more general classic optimization problems in a distributed fashion.",Maria-Florina Balcan,http://arxiv.org/pdf/1109.3606v1,2011-09-16T13:08:34Z,2011-09-16T13:08:34Z,cs.GT,['cs.GT'],2011,cs
1101.3400v1,Behavioral On-Line Advertising,"we present a new algorithm for behavioral targeting of banner advertisements. we record different user's actions such as clicks, search queries and page views. we use the collected information on the user to estimate in real time the probability of a click on a banner. a banner is displayed if it either has the highest probability of being clicked or if it is the one that generates the highest average profit.",Fabrizio Caruso,http://arxiv.org/pdf/1101.3400v1,2011-01-18T08:39:12Z,2011-01-18T08:39:12Z,cs.IR,['cs.IR'],2011,cs
1103.0120v2,Automatic Detection of Ringworm using Local Binary Pattern (LBP),"in this paper we present a novel approach for automatic recognition of ring worm skin disease based on lbp (local binary pattern) feature extracted from the affected skin images. the proposed method is evaluated by extensive experiments on the skin images collected from internet. the dataset is tested using three different classifiers i.e. bayesian, mlp and svm. experimental results show that the proposed methodology efficiently discriminates between a ring worm skin and a normal skin. it is a low cost technique and does not require any special imaging devices.",Srimanta Kundu,http://arxiv.org/pdf/1103.0120v2,2011-03-01T10:06:31Z,2011-04-03T20:04:52Z,cs.CV,['cs.CV'],2011,cs
1109.5034v2,"Natural hand gestures for human identification in a Human-Computer
  Interface","the goal of this work is the identification of humans based on motion data in the form of natural hand gestures. in this paper, the identification problem is formulated as classification with classes corresponding to persons' identities, based on recorded signals of performed gestures. the identification performance is examined with a database of twenty-two natural hand gestures recorded with two types of hardware and three state-of-art classifiers: linear discrimination analysis (lda), support vector machines (svm) and k-nearest neighbour (k-nn). results show that natural hand gestures allow for an effective human classification.",Michał Romaszewski,http://arxiv.org/pdf/1109.5034v2,2011-09-23T11:16:25Z,2013-03-19T18:42:02Z,cs.HC,['cs.HC'],2011,cs
1103.3950v1,Non-Price Equilibria in Markets of Discrete Goods,"we study markets of indivisible items in which price-based (walrasian) equilibria often do not exist due to the discrete non-convex setting. instead we consider nash equilibria of the market viewed as a game, where players bid for items, and where the highest bidder on an item wins it and pays his bid. we first observe that pure nash-equilibria of this game excatly correspond to price-based equilibiria (and thus need not exist), but that mixed-nash equilibria always do exist, and we analyze their structure in several simple cases where no price-based equilibrium exists. we also undertake an analysis of the welfare properties of these equilibria showing that while pure equilibria are always perfectly efficient (""first welfare theorem""), mixed equilibria need not be, and we provide upper and lower bounds on their amount of inefficiency.",Avinatan Hassidim,http://arxiv.org/pdf/1103.3950v1,2011-03-21T10:00:56Z,2011-03-21T10:00:56Z,cs.GT,['cs.GT'],2011,cs
1110.3687v1,Evaluating the SharedCanvas Manuscript Data Model in CATCHPlus,"in this paper, we present the sharedcanvas model for describing the layout of culturally important, hand-written objects such as medieval manuscripts, which is intended to be used as a common input format to presentation interfaces. the model is evaluated using two collections from catchplus not consulted during the design phase, each with their own complex requirements, in order to determine if further development is required or if the model is ready for general usage. the model is applied to the new collections, revealing several new areas of concern for user interface production and discovery of the constituent resources. however, the fundamental information modelling aspects of sharedcanvas and the underlying open annotation collaboration ontology are demonstrated to be sufficient to cover the challenging new requirements. the distributed, linked open data approach is validated as an important methodology to seamlessly allow simultaneous interaction with multiple repositories, and at the same time to facilitate both scholarly commentary and crowd-sourcing of the production of transcriptions.",Robert Sanderson,http://arxiv.org/pdf/1110.3687v1,2011-10-17T14:55:48Z,2011-10-17T14:55:48Z,cs.DL,['cs.DL'],2011,cs
1105.0558v1,"If more than Analytical Modeling is Needed to Predict Real Agents'
  Strategic Interaction","this paper presents the research on the interdisciplinary research infrastructure for understanding human reasoning in game-theoretic terms. strategic reasoning is considered to impact human decision making in social, economical and competitive interactions. the provided introduction explains and connects concepts from ai, game theory and psychology. first result is a concept of interdisciplinary game description language as a part of the focused interdisciplinary research infrastructure. the need of this domain-specific language is motivated and is aimed to accelerate the current developments. as second result, the paper provides a summary of ongoing research and its significance.",Rustam Tagiew,http://arxiv.org/pdf/1105.0558v1,2011-05-03T11:43:36Z,2011-05-03T11:43:36Z,cs.GT,['cs.GT'],2011,cs
1102.4681v1,"Root Isolation of Zero-dimensional Polynomial Systems with Linear
  Univariate Representation","in this paper, a linear univariate representation for the roots of a zero-dimensional polynomial equation system is presented, where the roots of the equation system are represented as linear combinations of roots of several univariate polynomial equations. the main advantage of this representation is that the precision of the roots can be easily controlled. in fact, based on the linear univariate representation, we can give the exact precisions needed for roots of the univariate equations in order to obtain the roots of the equation system to a given precision. as a consequence, a root isolation algorithm for a zero-dimensional polynomial equation system can be easily derived from its linear univariate representation.",Jin-San Cheng,http://arxiv.org/pdf/1102.4681v1,2011-02-23T08:12:18Z,2011-02-23T08:12:18Z,cs.SC,['cs.SC'],2011,cs
1107.3674v2,Autonomous Traffic Control System Using Agent Based Technology,"the way of analyzing, designing and building of real-time projects has been changed due to the rapid growth of internet, mobile technologies and intelligent applications. most of these applications are intelligent, tiny and distributed components called as agent. agent works like it takes the input from numerous real-time sources and gives back the real-time response. in this paper how these agents can be implemented in vehicle traffic management especially in large cities and identifying various challenges when there is a rapid growth of population and vehicles. in this paper our proposal gives a solution for using autonomous or agent based technology. these autonomous or intelligent agents have the capability to observe, act and learn from their past experience. this system uses the knowledge flow of precedent signal or data to identify the incoming flow of forthcoming signal. our architecture involves the video analysis and exploration using some intelligence learning algorithm to estimate and identify the flow of traffic.",Venkatesh. M,http://arxiv.org/pdf/1107.3674v2,2011-07-19T10:31:20Z,2011-08-02T04:27:24Z,cs.MA,['cs.MA'],2011,cs
1105.2960v1,"Multi-Amdahl: Optimal Resource Sharing with Multiple Program Execution
  Segments","this paper presents multi-amdahl, a resource allocation analytical tool for heterogeneous systems. our model includes multiple program execution segments, where each one is accelerated by a specific hardware unit. the acceleration speedup of the specific hardware unit is a function of a limited resource, such as the unit area, power, or energy. using the lagrange theorem we discover the optimal resource distribution between all specific units. we then illustrate this general multi-amdahl technique using several examples of area and power allocation among several cores and accelerators.",Tsahee Zidenberg,http://arxiv.org/pdf/1105.2960v1,2011-05-15T19:03:25Z,2011-05-15T19:03:25Z,cs.AR,['cs.AR'],2011,cs
1111.0476v1,Equational theories of profinite structures,in this paper we consider a general way of constructing profinite struc- tures based on a given framework - a countable family of objects and a countable family of recognisers (e.g. formulas). the main theorem states:   a subset of a family of recognisable sets is a lattice if and only if it is definable by a family of profinite equations.   this result extends theorem 5.2 from [ggep08] expressed only for finite words and morphisms to finite monoids. one of the applications of our theorem is the situation where objects are finite relational structures and recognisers are first order sentences. in that setting a simple characterisation of lattices of first order formulas arise.,Michał Skrzypczak,http://arxiv.org/pdf/1111.0476v1,2011-11-02T12:35:48Z,2011-11-02T12:35:48Z,cs.FL,['cs.FL'],2011,cs
1103.4361v2,The Stretch Factor of the Delaunay Triangulation Is Less Than 1.998,"let $s$ be a finite set of points in the euclidean plane. let $d$ be a delaunay triangulation of $s$. the {\em stretch factor} (also known as {\em dilation} or {\em spanning ratio}) of $d$ is the maximum ratio, among all points $p$ and $q$ in $s$, of the shortest path distance from $p$ to $q$ in $d$ over the euclidean distance $||pq||$. proving a tight bound on the stretch factor of the delaunay triangulation has been a long standing open problem in computational geometry.   in this paper we prove that the stretch factor of the delaunay triangulation of a set of points in the plane is less than $\rho = 1.998$, improving the previous best upper bound of 2.42 by keil and gutwin (1989). our bound 1.998 is better than the current upper bound of 2.33 for the special case when the point set is in convex position by cui, kanj and xia (2009). this upper bound breaks the barrier 2, which is significant because previously no family of plane graphs was known to have a stretch factor guaranteed to be less than 2 on any set of points.",Ge Xia,http://arxiv.org/pdf/1103.4361v2,2011-03-22T19:52:15Z,2013-06-04T15:27:47Z,cs.CG,"['cs.CG', 'F.2.2']",2011,cs
1109.5053v1,"A New Approach to Design Graph Based Search Engine for Multiple Domains
  Using Different Ontologies","search engine has become a major tool for searching any information from the world wide web (www). while searching the huge digital library available in the www, every effort is made to retrieve the most relevant results. but in www majority of the web pages are in html format and there are no such tags which tells the crawler to find any specific domain. to find more relevant result we use ontology for that particular domain. if we are working with multiple domains then we use multiple ontologies. now in order to design a domain specific search engine for multiple domains, crawler must crawl through the domain specific web pages in the www according to the predefined ontologies.",Debajyoti Mukhopadhyay,http://arxiv.org/pdf/1109.5053v1,2011-09-23T12:27:25Z,2011-09-23T12:27:25Z,cs.IR,['cs.IR'],2011,cs
1109.2147v1,"Risk-Sensitive Reinforcement Learning Applied to Control under
  Constraints","in this paper, we consider markov decision processes (mdps) with error states. error states are those states entering which is undesirable or dangerous. we define the risk with respect to a policy as the probability of entering such a state when the policy is pursued. we consider the problem of finding good policies whose risk is smaller than some user-specified threshold, and formalize it as a constrained mdp with two criteria. the first criterion corresponds to the value function originally given. we will show that the risk can be formulated as a second criterion function based on a cumulative return, whose definition is independent of the original value function. we present a model free, heuristic reinforcement learning algorithm that aims at finding good deterministic policies. it is based on weighting the original value function and the risk. the weight parameter is adapted in order to find a feasible solution for the constrained problem that has a good performance with respect to the value function. the algorithm was successfully applied to the control of a feed tank with stochastic inflows that lies upstream of a distillation column. this control task was originally formulated as an optimal control problem with chance constraints, and it was solved under certain assumptions on the model to obtain an optimal solution. the power of our learning algorithm is that it can be used even when some of these restrictive assumptions are relaxed.",P. Geibel,http://arxiv.org/pdf/1109.2147v1,2011-09-09T20:32:41Z,2011-09-09T20:32:41Z,cs.LG,['cs.LG'],2011,cs
1110.1038v1,"Using Genetic Algorithm in the Evolutionary Design of Sequential Logic
  Circuits","evolvable hardware (ehw) is a set of techniques that are based on the idea of combining reconfiguration hardware systems with evolutionary algorithms. in other word, ehw has two sections; the reconfigurable hardware and evolutionary algorithm where the configurations are under the control of an evolutionary algorithm. this paper, suggests a method to design and optimize the synchronous sequential circuits. genetic algorithm (ga) was applied as evolutionary algorithm. in this approach, for building input combinational logic circuit of each dff, and also output combinational logic circuit, the cell arrays have been used. the obtained results show that our method can reduce the average number of generations by limitation the search space.",Parisa Soleimani,http://arxiv.org/pdf/1110.1038v1,2011-10-05T16:52:26Z,2011-10-05T16:52:26Z,cs.NE,['cs.NE'],2011,cs
1108.4705v3,Inapproximability of Orthogonal Compaction,"we show that several problems of compacting orthogonal graph drawings to use the minimum number of rows, area, length of longest edge or total edge length cannot be approximated better than within a polynomial factor of optimal in polynomial time unless p = np. we also provide a fixed-parameter-tractable algorithm for testing whether a drawing can be compacted to a small number of rows.",Michael J. Bannister,http://arxiv.org/pdf/1108.4705v3,2011-08-23T21:37:28Z,2012-02-27T03:47:56Z,cs.CG,['cs.CG'],2011,cs
1111.0907v2,"Towards Analyzing Crossover Operators in Evolutionary Search via General
  Markov Chain Switching Theorem","evolutionary algorithms (eas), simulating the evolution process of natural species, are used to solve optimization problems. crossover (also called recombination), originated from simulating the chromosome exchange phenomena in zoogamy reproduction, is widely employed in eas to generate offspring solutions, of which the effectiveness has been examined empirically in applications. however, due to the irregularity of crossover operators and the complicated interactions to mutation, crossover operators are hard to analyze and thus have few theoretical results. therefore, analyzing crossover not only helps in understanding eas, but also helps in developing novel techniques for analyzing sophisticated metaheuristic algorithms.   in this paper, we derive the general markov chain switching theorem (gmcst) to facilitate theoretical studies of crossover-enabled eas. the theorem allows us to analyze the running time of a sophisticated ea from an easy-to-analyze ea. using this tool, we analyze eas with several crossover operators on the leadingones and onemax problems, which are noticeably two well studied problems for mutation-only eas but with few results for crossover-enabled eas. we first derive the bounds of running time of the (2+2)-ea with crossover operators; then we study the running time gap between the mutation-only (2:2)-ea and the (2:2)-ea with crossover operators; finally, we develop strategies that apply crossover operators only when necessary, which improve from the mutation-only as well as the crossover-all-the-time (2:2)-ea. the theoretical results are verified by experiments.",Yang Yu,http://arxiv.org/pdf/1111.0907v2,2011-11-03T16:38:02Z,2012-04-26T07:58:09Z,cs.NE,['cs.NE'],2011,cs
1109.0753v1,"Transmission of Successful Route Error Message(RERR) in Routing Aware
  Multiple Description Video Coding over Mobile Ad-Hoc Network",video transmission over mobile ad-hoc networks is becoming important as these networks become more widely used in the wireless networks. we propose a routing-aware multiple description video coding approach to support video transmission over mobile ad-hoc networks with single and multiple path transport. we build a model to estimate the packet loss probability of each packet transmitted over the network based on the standard ad-hoc routing messages and network parameters without losing the rerr message. we then calculate the frame loss probability in order to eliminate error without any loss of data.,Kinjal Shah,http://arxiv.org/pdf/1109.0753v1,2011-09-04T20:03:32Z,2011-09-04T20:03:32Z,cs.MM,['cs.MM'],2011,cs
1104.1485v1,Fuzzy Rules and Evidence Theory for Satellite Image Analysis,design of a fuzzy rule based classifier is proposed. the performance of the classifier for multispectral satellite image classification is improved using dempster- shafer theory of evidence that exploits information of the neighboring pixels. the classifiers are tested rigorously with two known images and their performance are found to be better than the results available in the literature. we also demonstrate the improvement of performance while using d-s theory along with fuzzy rule based classifiers over the basic fuzzy rule based classifiers for all the test cases.,Arijit Laha,http://arxiv.org/pdf/1104.1485v1,2011-04-08T05:18:15Z,2011-04-08T05:18:15Z,cs.CV,['cs.CV'],2011,cs
