id,Title,Abstract,Author,Link,Publish Date,Update Date,Primary Category,Category,Publish Year,Category_New,Subcategory
0912.1310v1,Automatic creation of urban velocity fields from aerial video,"in this paper, we present a system for modelling vehicle motion in an urban scene from low frame-rate aerial video. in particular, the scene is modelled as a probability distribution over velocities at every pixel in the image.   we describe the complete system for acquiring this model. the video is captured from a helicopter and stabilized by warping the images to match an orthorectified image of the area. a pixel classifier is applied to the stabilized images, and the response is segmented to determine car locations and orientations. the results are fed in to a tracking scheme which tracks cars for three frames, creating tracklets. this allows the tracker to use a combination of velocity, direction, appearance, and acceleration cues to keep only tracks likely to be correct. each tracklet provides a measurement of the car velocity at every point along the tracklet's length, and these are then aggregated to create a histogram of vehicle velocities at every pixel in the image.   the results demonstrate that the velocity probability distribution prior can be used to infer a variety of information about road lane directions, speed limits, vehicle speeds and common trajectories, and traffic bottlenecks, as well as providing a means of describing environmental knowledge about traffic rules that can be used in tracking.",Edward Rosten,http://arxiv.org/pdf/0912.1310v1,2009-12-07T19:04:41Z,2009-12-07T19:04:41Z,cs.CV,['cs.CV'],2009,cs,CV
0907.1545v1,Augmenting Light Field to model Wave Optics effects,"the ray-based 4d light field representation cannot be directly used to analyze diffractive or phase--sensitive optical elements. in this paper, we exploit tools from wave optics and extend the light field representation via a novel ""light field transform"". we introduce a key modification to the ray--based model to support the transform. we insert a ""virtual light source"", with potentially negative valued radiance for certain emitted rays. we create a look-up table of light field transformers of canonical optical elements. the two key conclusions are that (i) in free space, the 4d light field completely represents wavefront propagation via rays with real (positive as well as negative) valued radiance and (ii) at occluders, a light field composed of light field transformers plus insertion of (ray--based) virtual light sources represents resultant phase and amplitude of wavefronts. for free--space propagation, we analyze different wavefronts and coherence possibilities. for occluders, we show that the light field transform is simply based on a convolution followed by a multiplication operation. this formulation brings powerful concepts from wave optics to computer vision and graphics. we show applications in cubic-phase plate imaging and holographic displays.",Se Baek Oh,http://arxiv.org/pdf/0907.1545v1,2009-07-09T13:43:12Z,2009-07-09T13:43:12Z,cs.CV,['cs.CV'],2009,cs,CV
0902.3818v1,"Application of Generalised sequential crossover of languages to
  generalised splicing","this paper outlines an application of iterated version of generalised sequential crossover of two languages (which in some sense, an abstraction of the crossover of chromosomes in living organisms) in studying some classes of the newly proposed generalised splicing ($gs$) over two languages. it is proved that, for $x,y \in \{fin, reg, lin, cf, cs, re \}, \sg \in fin$, the subclass of generalized splicing languages namely $gs(x,y,\sg)$, (which is a subclass of the class $gs(x,y,fin)$) is always regular.",L. Jeganathan,http://arxiv.org/pdf/0902.3818v1,2009-02-22T19:54:23Z,2009-02-22T19:54:23Z,cs.DM,['cs.DM'],2009,cs,DM
0903.1818v1,Strict Self-Assembly of Discrete Sierpinski Triangles,"winfree (1998) showed that discrete sierpinski triangles can self-assemble in the tile assembly model. a striking molecular realization of this self-assembly, using dna tiles a few nanometers long and verifying the results by atomic-force microscopy, was achieved by rothemund, papadakis, and winfree (2004). precisely speaking, the above self-assemblies tile completely filled-in, two-dimensional regions of the plane, with labeled subsets of these tiles representing discrete sierpinski triangles. this paper addresses the more challenging problem of the strict self-assembly of discrete sierpinski triangles, i.e., the task of tiling a discrete sierpinski triangle and nothing else. we first prove that the standard discrete sierpinski triangle cannot strictly self-assemble in the tile assembly model. we then define the fibered sierpinski triangle, a discrete sierpinski triangle with the same fractal dimension as the standard one but with thin fibers that can carry data, and show that the fibered sierpinski triangle strictly self-assembles in the tile assembly model. in contrast with the simple xor algorithm of the earlier, non-strict self-assemblies, our strict self-assembly algorithm makes extensive, recursive use of optimal counters, coupled with measured delay and corner-turning operations. we verify our strict self-assembly using the local determinism method of soloveichik and winfree (2007).",James I. Lathrop,http://arxiv.org/pdf/0903.1818v1,2009-03-10T19:28:06Z,2009-03-10T19:28:06Z,cs.DM,['cs.DM'],2009,cs,DM
0904.3633v1,Business Process Modeling Notation - An Overview,bpmn represents an industrial standard created to offer a common and user friendly notation to all the participants to a business process. the present paper aims to briefly present the main features of this notation as well as an interpretation of some of the main patterns characterizing a business process modeled by the working fluxes.,Alexandra Fortis,http://arxiv.org/pdf/0904.3633v1,2009-04-23T09:11:50Z,2009-04-23T09:11:50Z,cs.SE,['cs.SE'],2009,cs,SE
0906.3068v1,Deformable Model with a Complexity Independent from Image Resolution,"we present a parametric deformable model which recovers image components with a complexity independent from the resolution of input images. the proposed model also automatically changes its topology and remains fully compatible with the general framework of deformable models. more precisely, the image space is equipped with a metric that expands salient image details according to their strength and their curvature. during the whole evolution of the model, the sampling of the contour is kept regular with respect to this metric. by this way, the vertex density is reduced along most parts of the curve while a high quality of shape representation is preserved. the complexity of the deformable model is thus improved and is no longer influenced by feature-preserving changes in the resolution of input images. building the metric requires a prior estimation of contour curvature. it is obtained using a robust estimator which investigates the local variations in the orientation of image gradient. experimental results on both computer generated and biomedical images are presented to illustrate the advantages of our approach.",Jacques-Olivier Lachaud,http://arxiv.org/pdf/0906.3068v1,2009-06-17T04:42:39Z,2009-06-17T04:42:39Z,cs.CV,['cs.CV'],2009,cs,CV
0906.3765v3,Speedup for Natural Problems and Noncomputability,"a resource-bounded version of the statement ""no algorithm recognizes all non-halting turing machines"" is equivalent to an infinitely often (i.o.) superpolynomial speedup for the time required to accept any conp-complete language and also equivalent to a superpolynomial speedup in proof length in propositional proof systems for tautologies, each of which implies p!=np. this suggests a correspondence between the properties 'has no algorithm at all' and 'has no best algorithm' which seems relevant to open problems in computational and proof complexity.",Hunter Monroe,http://arxiv.org/pdf/0906.3765v3,2009-06-20T02:58:26Z,2012-09-21T00:33:41Z,cs.CC,"['cs.CC', 'F.1.3']",2009,cs,CC
0909.1605v1,Kernel Spectral Curvature Clustering (KSCC),"multi-manifold modeling is increasingly used in segmentation and data representation tasks in computer vision and related fields. while the general problem, modeling data by mixtures of manifolds, is very challenging, several approaches exist for modeling data by mixtures of affine subspaces (which is often referred to as hybrid linear modeling). we translate some important instances of multi-manifold modeling to hybrid linear modeling in embedded spaces, without explicitly performing the embedding but applying the kernel trick. the resulting algorithm, kernel spectral curvature clustering, uses kernels at two levels - both as an implicit embedding method to linearize nonflat manifolds and as a principled method to convert a multiway affinity problem into a spectral clustering one. we demonstrate the effectiveness of the method by comparing it with other state-of-the-art methods on both synthetic data and a real-world problem of segmenting multiple motions from two perspective camera views.",G. Chen,http://arxiv.org/pdf/0909.1605v1,2009-09-09T01:58:23Z,2009-09-09T01:58:23Z,cs.CV,['cs.CV'],2009,cs,CV
0906.1429v1,"Améliorer les performances de l'industrie logicielle par une meilleure
  compréhension des besoins","actual organization are structured and act with the help of their information systems. in spite of considerable progresses made by computer technology, we note that actors are very often critical on their information systems. difficulties to product specifications enough detailed for functional profile and interpretable by information system expert is one of reason of this gap between hopes and reality. our proposition wants to get over this obstacle by organizing user requirements in a common language of operational profile and technical expert.-- les organisations actuelles se structurent et agissent en s'appuyant sur leurs syst\`emes d'information. malgr\'e les progr\`es consid\'erables r\'ealis\'es par la technologie informatique, on constate que les acteurs restent tr\`es souvent critiques par rapport \`a leur syst\`emes d'information. une des causes de cet \'ecart entre les espoirs et la r\'ealit\'e trouve sa source dans la difficult\'e \`a produire un cahier des charges suffisamment d\'etaill\'e pour les op\'erationnels et interpr\'etable par les sp\'ecialistes des syst\`emes d'information. notre proposition vise \`a surmonter cet obstacle en organisant l'expression des besoins dans un langage commun aux op\'erationnels et aux experts techniques. pour cela, le langage propos\'e pour exprimer les besoins est bas\'e sur la notion de but. l'ing\'enierie dirig\'ee par les mod\`eles est pr\'esente \`a toute les \'etapes, c'est-\`a-dire au moment de la capture et de l'interpr\'etation.",Benjamin Chevallereau,http://arxiv.org/pdf/0906.1429v1,2009-06-08T08:03:23Z,2009-06-08T08:03:23Z,cs.SE,['cs.SE'],2009,cs,SE
0910.1427v1,Balancing Bounded Treewidth Circuits,"algorithmic tools for graphs of small treewidth are used to address questions in complexity theory. for both arithmetic and boolean circuits, it is shown that any circuit of size $n^{o(1)}$ and treewidth $o(\log^i n)$ can be simulated by a circuit of width $o(\log^{i+1} n)$ and size $n^c$, where $c = o(1)$, if $i=0$, and $c=o(\log \log n)$ otherwise. for our main construction, we prove that multiplicatively disjoint arithmetic circuits of size $n^{o(1)}$ and treewidth $k$ can be simulated by bounded fan-in arithmetic formulas of depth $o(k^2\log n)$. from this we derive the analogous statement for syntactically multilinear arithmetic circuits, which strengthens a theorem of mahajan and rao. as another application, we derive that constant width arithmetic circuits of size $n^{o(1)}$ can be balanced to depth $o(\log n)$, provided certain restrictions are made on the use of iterated multiplication. also from our main construction, we derive that boolean bounded fan-in circuits of size $n^{o(1)}$ and treewidth $k$ can be simulated by bounded fan-in formulas of depth $o(k^2\log n)$. this strengthens in the non-uniform setting the known inclusion that $sc^0 \subseteq nc^1$. finally, we apply our construction to show that {\sc reachability} for directed graphs of bounded treewidth is in $logdcfl$.",Maurice Jansen,http://arxiv.org/pdf/0910.1427v1,2009-10-08T06:56:50Z,2009-10-08T06:56:50Z,cs.CC,"['cs.CC', 'F.2.3']",2009,cs,CC
0907.0204v1,Multi-Label MRF Optimization via Least Squares s-t Cuts,"there are many applications of graph cuts in computer vision, e.g. segmentation. we present a novel method to reformulate the np-hard, k-way graph partitioning problem as an approximate minimal s-t graph cut problem, for which a globally optimal solution is found in polynomial time. each non-terminal vertex in the original graph is replaced by a set of ceil(log_2(k)) new vertices. the original graph edges are replaced by new edges connecting the new vertices to each other and to only two, source s and sink t, terminal nodes. the weights of the new edges are obtained using a novel least squares solution approximating the constraints of the initial k-way setup. the minimal s-t cut labels each new vertex with a binary (s vs t) ""gray"" encoding, which is then decoded into a decimal label number that assigns each of the original vertices to one of k classes. we analyze the properties of the approximation and present quantitative as well as qualitative segmentation results.",Ghassan Hamarneh,http://arxiv.org/pdf/0907.0204v1,2009-07-01T17:18:46Z,2009-07-01T17:18:46Z,cs.CV,"['cs.CV', 'I.4.6']",2009,cs,CV
0912.0473v1,"Inferring Information from Feature Diagrams to Product Line Economic
  Models","existing economic models support the estimation of the costs and benefits of developing and evolving a software product line (spl) as compared to undertaking traditional software development approaches. in addition, feature diagrams (fds) are a valuable tool to scope the domain of a spl. this paper proposes an algorithm to calculate, from a fd, the following information for economic models: the total number of products of a spl, the spl homogeneity and the commonality of the spl requirements. the algorithm running time belongs to the complexity class $o(f^42^c)$. in contrast to related work, the algorithm is free of dependencies on off-the-self tools and is generally specified for an abstract fd notation, that works as a pivot language for most of the available notations for feature modeling.",David Fernandez-Amoros,http://arxiv.org/pdf/0912.0473v1,2009-12-02T17:40:48Z,2009-12-02T17:40:48Z,cs.SE,['cs.SE'],2009,cs,SE
0903.0050v2,Succinctness of two-way probabilistic and quantum finite automata,"we prove that two-way probabilistic and quantum finite automata (2pfa's and 2qfa's) can be considerably more concise than both their one-way versions (1pfa's and 1qfa's), and two-way nondeterministic finite automata (2nfa's). for this purpose, we demonstrate several infinite families of regular languages which can be recognized with some fixed probability greater than $ {1/2} $ by just tuning the transition amplitudes of a 2qfa (and, in one case, a 2pfa) with a constant number of states, whereas the sizes of the corresponding 1pfa's, 1qfa's and 2nfa's grow without bound. we also show that 2qfa's with mixed states can support highly efficient probability amplification. the weakest known model of computation where quantum computers recognize more languages with bounded error than their classical counterparts is introduced.",Abuzer Yakaryilmaz,http://arxiv.org/pdf/0903.0050v2,2009-02-28T07:33:50Z,2009-12-22T13:14:43Z,cs.CC,['cs.CC'],2009,cs,CC
0904.4600v3,"Graph Homomorphisms, Circular Colouring, and Fractional Covering by
  H-cuts","a graph homomorphism is a vertex map which carries edges from a source graph to edges in a target graph. the instances of the weighted maximum h-colourable subgraph problem (max h-col) are edge-weighted graphs g and the objective is to find a subgraph of g that has maximal total edge weight, under the condition that the subgraph has a homomorphism to h; note that for h=k_k this problem is equivalent to max k-cut. farnqvist et al. have introduced a parameter on the space of graphs that allows close study of the approximability properties of max h-col. specifically, it can be used to extend previously known (in)approximability results to larger classes of graphs. here, we investigate the properties of this parameter on circular complete graphs k_{p/q}, where 2 <= p/q <= 3. the results are extended to k_4-minor-free graphs and graphs with bounded maximum average degree. we also consider connections with samal's work on fractional covering by cuts: we address, and decide, two conjectures concerning cubical chromatic numbers.",Robert Engström,http://arxiv.org/pdf/0904.4600v3,2009-04-29T12:50:46Z,2009-11-18T13:46:15Z,cs.DM,['cs.DM'],2009,cs,DM
0912.0982v1,"Ethics Understanding of Software Professional In Risk Reducing
  Reusability Coding Using Inclusion Set Theory","the technical skill or ability of an individual is different to person in software developments of projects. so, it is necessary to identify the talent and attitude of an individual contribution can be uniformly distributed to the different phases of software development cycle. the line of code analysis metrics to understanding the various skills of the programmers in code development. by using the inclusion set theory of n (aub) refer to strength and risk free code developed from union of software professionals and system must comprise of achievement of the system goal, effective memory utilization and intime delivery of the product.",G. Singaravel,http://arxiv.org/pdf/0912.0982v1,2009-12-05T05:49:57Z,2009-12-05T05:49:57Z,cs.SE,['cs.SE'],2009,cs,SE
0903.0538v1,Real-time Texture Error Detection,"this paper advocates an improved solution for real-time error detection of texture errors that occurs in the production process in textile industry. the research is focused on the mono-color products with 3d texture model (jaquard fabrics). this is a more difficult task than, for example, 2d multicolor textures.",Dan Laurentiu Lacrama,http://arxiv.org/pdf/0903.0538v1,2009-03-03T14:08:24Z,2009-03-03T14:08:24Z,cs.CV,['cs.CV'],2009,cs,CV
0907.5321v2,Multiple pattern classification by sparse subspace decomposition,a robust classification method is developed on the basis of sparse subspace decomposition. this method tries to decompose a mixture of subspaces of unlabeled data (queries) into class subspaces as few as possible. each query is classified into the class whose subspace significantly contributes to the decomposed subspace. multiple queries from different classes can be simultaneously classified into their respective classes. a practical greedy algorithm of the sparse subspace decomposition is designed for the classification. the present method achieves high recognition rate and robust performance exploiting joint sparsity.,Tomoya Sakai,http://arxiv.org/pdf/0907.5321v2,2009-07-30T12:23:25Z,2009-08-04T06:01:53Z,cs.CV,['cs.CV'],2009,cs,CV
0911.3492v2,"Towards a Dichotomy for the Possible Winner Problem in Elections Based
  on Scoring Rules","to make a joint decision, agents (or voters) are often required to provide their preferences as linear orders. to determine a winner, the given linear orders can be aggregated according to a voting protocol. however, in realistic settings, the voters may often only provide partial orders. this directly leads to the possible winner problem that asks, given a set of partial votes, whether a distinguished candidate can still become a winner. in this work, we consider the computational complexity of possible winner for the broad class of voting protocols defined by scoring rules. a scoring rule provides a score value for every position which a candidate can have in a linear order. prominent examples include plurality, k-approval, and borda. generalizing previous np-hardness results for some special cases, we settle the computational complexity for all but one scoring rule. more precisely, for an unbounded number of candidates and unweighted voters, we show that possible winner is np-complete for all pure scoring rules except plurality, veto, and the scoring rule defined by the scoring vector (2,1,...,1,0), while it is solvable in polynomial time for plurality and veto.",Nadja Betzler,http://arxiv.org/pdf/0911.3492v2,2009-11-18T10:02:39Z,2010-04-30T11:36:55Z,cs.CC,"['cs.CC', 'F.2; I.2.11; G.2.1; J.4']",2009,cs,CC
0906.1341v1,"Efficient Algorithms for Several Constrained Activity Scheduling
  Problems in the Time and Space Domains","in this paper we consider several constrained activity scheduling problems in the time and space domains, like finding activity orderings which optimize the values of several objective functions (time scheduling) or finding optimal locations where certain types of activities will take place (space scheduling). we present novel, efficient algorithmic solutions for all the considered problems, based on the dynamic programming and greedy techniques. in each case we compute exact, optimal solutions.",Madalina Ecaterina Andreica,http://arxiv.org/pdf/0906.1341v1,2009-06-07T09:35:01Z,2009-06-07T09:35:01Z,cs.DS,"['cs.DS', 'F.2.2; G.2.1']",2009,cs,DS
0907.5575v2,"A hitting set construction, with application to arithmetic circuit lower
  bounds","a polynomial identity testing algorithm must determine whether a given input polynomial is identically equal to 0. we give a deterministic black-box identity testing algorithm for univariate polynomials of the form $\sum_{j=0}^t c_j x^{\alpha_j} (a + b x)^{\beta_j}$. from our algorithm we derive an exponential lower bound for representations of polynomials such as $\prod_{i=1}^{2^n} (x^i-1)$ under this form. it has been conjectured that these polynomials are hard to compute by general arithmetic circuits. our result shows that the ""hardness from derandomization"" approach to lower bounds is feasible for a restricted class of arithmetic circuits. the proof is based on techniques from algebraic number theory, and more precisely on properties of the height function of algebraic numbers.",Pascal Koiran,http://arxiv.org/pdf/0907.5575v2,2009-07-31T16:51:06Z,2009-12-08T07:33:54Z,cs.CC,['cs.CC'],2009,cs,CC
0906.4900v1,"Proceedings Fourth European Young Researchers Workshop on Service
  Oriented Computing","service-oriented computing (soc) is an emerging new paradigm for distributed and object-oriented computing by allowing autonomous, platform-independent computational entities (called services) to be built (described, discovered, composed, orchestrated) within and across organizational boundaries. like no other computing paradigm before, soc is destined to exert a lasting influence on the business domain, among others (e-commerce, e-government, e-business, e-learning, e-health, etc.).   the young researchers workshop series on service-oriented computing is meant to be a platform for junior researchers from industry and academics alike. its core objectives are to exchange information regarding advancements in the state of the art and practice of soc, as well as to identify emerging research topics and the future trends in this domain.   following the success of the previous three workshops, the 4th european young researchers workshop on service-oriented computing (yr-soc 2009) introduced two novelties: it was organised outside of the uk and it saw the introduction of a number of tutorials, thus making the workshop a 3-day event. yr-soc 2009 took place at the cnr institute of information science and technologies in pisa, italy, and was organised by maurice ter beek, barry norton, stephan reiff-marganiec and monika solanki.   the contributions in this volume cover aspects such as automated service composition, context-aware soc, service-oriented programming, qos-aware soc, service-oriented architectures, soc modelling and analysis, process management, web services, ontologies and the semantic web.",Maurice H. ter Beek,http://arxiv.org/pdf/0906.4900v1,2009-06-26T10:52:52Z,2009-06-26T10:52:52Z,cs.SE,['cs.SE'],2009,cs,SE
0911.3306v1,Software Engineering Education by Example,"based on the old but famous distinction between ""in the small"" and ""in the large"" software development, at nancy universit\'e, uhp nancy 1, we experience for a while software engineering education thanks to actual project engineering. this education method has the merit to enable students to discover and to overcome actual problems when faced to a large project which may be conducted by a large development team. the mode of education is a simulation of an actual software engineering project as encountered in ""real life\'e"" activities.",Nacer Boudjlida,http://arxiv.org/pdf/0911.3306v1,2009-11-17T13:36:59Z,2009-11-17T13:36:59Z,cs.SE,['cs.SE'],2009,cs,SE
0909.0732v1,A Step towards Software Corrective Maintenance Using RCM model,"from the preliminary stage of software engineering, selection of appropriate enforcement of standards remained a challenge for stakeholders during entire cycle of software development, but it can lead to reduce the efforts desired for software maintenance phase. corrective maintenance is the reactive modification of a software product performed after delivery to correct discovered faults. studies conducted by different researchers reveal that approximately 50 to 75 percent of the effort is spent on maintenance, out of which about 17 to 21 percent is exercised on corrective maintenance. in this paper, authors proposed a rcm (reduce corrective maintenance) model which represents the implementation process of number of checklists to guide the stakeholders of all phases of software development. these check lists will be filled by corresponding stake holder of all phases before its start. more precise usage of the check list in relevant phase ensures successful enforcement of analysis, design, coding and testing standards for reducing errors in operation stage. moreover authors represent the step by step integration of checklists in software development life cycle through rcm model.",Shahid Hussain,http://arxiv.org/pdf/0909.0732v1,2009-09-03T19:06:50Z,2009-09-03T19:06:50Z,cs.SE,['cs.SE'],2009,cs,SE
0909.1381v1,"On Necessary and Sufficient Number of Cops in the Game of Cops and
  Robber in Multidimensional Grids","we theoretically analyze the cops and robber game for the first time in a multidimensional grid. it is shown that for an $n$-dimensional grid, at least $n$ cops are necessary to ensure capture of the robber. we also present a set of cop strategies for which $n$ cops are provably sufficient to catch the robber. further, for two-dimensional grid, we provide an efficient cop strategy for which the robber is caught even by a single cop under certain conditions.",Sayan Bhattacharya,http://arxiv.org/pdf/0909.1381v1,2009-09-08T03:55:29Z,2009-09-08T03:55:29Z,cs.DM,['cs.DM'],2009,cs,DM
0906.2770v1,"Combinatorial pyramids and discrete geometry for energy-minimizing
  segmentation","this paper defines the basis of a new hierarchical framework for segmentation algorithms based on energy minimization schemes. this new framework is based on two formal tools. first, a combinatorial pyramid encode efficiently a hierarchy of partitions. secondly, discrete geometric estimators measure precisely some important geometric parameters of the regions. these measures combined with photometrical and topological features of the partition allows to design energy terms based on discrete measures. our segmentation framework exploits these energies to build a pyramid of image partitions with a minimization scheme. some experiments illustrating our framework are shown and discussed.",Martin Braure De Calignon,http://arxiv.org/pdf/0906.2770v1,2009-06-15T19:33:21Z,2009-06-15T19:33:21Z,cs.CV,['cs.CV'],2009,cs,CV
0901.3119v2,Average number of flips in pancake sorting,"we are given a stack of pancakes of different sizes and the only allowed operation is to take several pancakes from top and flip them. the unburnt version requires the pancakes to be sorted by their sizes at the end, while in the burnt version they additionally need to be oriented burnt-side down. we present an algorithm with the average number of flips, needed to sort a stack of n burnt pancakes, equal to 7n/4+o(1) and a randomized algorithm for the unburnt version with at most 17n/12+o(1) flips on average.   in addition, we show that in the burnt version, the average number of flips of any algorithm is at least n+\omega(n/log n) and conjecture that some algorithm can reach n+\theta(n/log n).   we also slightly increase the lower bound on g(n), the minimum number of flips needed to sort the worst stack of n burnt pancakes. this bound, together with the upper bound found by heydari and sudborough in 1997, gives the exact number of flips to sort the previously conjectured worst stack -i_n for n=3 mod 4 and n>=15. finally we present exact values of f(n) up to n=19 and of g(n) up to n=17 and disprove a conjecture of cohen and blum by showing that the burnt stack -i_{15} is not the worst one for n=15.",Josef Cibulka,http://arxiv.org/pdf/0901.3119v2,2009-01-20T20:08:57Z,2009-09-10T16:17:16Z,cs.DM,['cs.DM'],2009,cs,DM
0903.0197v1,Rotation Distance is Fixed-Parameter Tractable,"rotation distance between trees measures the number of simple operations it takes to transform one tree into another. there are no known polynomial-time algorithms for computing rotation distance. in the case of ordered rooted trees, we show that the rotation distance between two ordered trees is fixed-parameter tractable, in the parameter, k, the rotation distance. the proof relies on the kernalization of the initial trees to trees with size bounded by 7k.",Sean Cleary,http://arxiv.org/pdf/0903.0197v1,2009-03-02T01:36:50Z,2009-03-02T01:36:50Z,cs.DS,['cs.DS'],2009,cs,DS
0906.0862v1,A Memetic Algorithm for the Multidimensional Assignment Problem,"the multidimensional assignment problem (map or s-ap in the case of s dimensions) is an extension of the well-known assignment problem. the most studied case of map is 3-ap, though the problems with larger values of s have also a number of applications. in this paper we propose a memetic algorithm for map that is a combination of a genetic algorithm with a local search procedure. the main contribution of the paper is an idea of dynamically adjusted generation size, that yields an outstanding flexibility of the algorithm to perform well for both small and large fixed running times. the results of computational experiments for several instance families show that the proposed algorithm produces solutions of very high quality in a reasonable time and outperforms the state-of-the art 3-ap memetic algorithm.",Gregory Gutin,http://arxiv.org/pdf/0906.0862v1,2009-06-04T09:44:59Z,2009-06-04T09:44:59Z,cs.DS,['cs.DS'],2009,cs,DS
0907.4006v1,Arithmetic Circuits and the Hadamard Product of Polynomials,"motivated by the hadamard product of matrices we define the hadamard product of multivariate polynomials and study its arithmetic circuit and branching program complexity. we also give applications and connections to polynomial identity testing. our main results are the following. 1. we show that noncommutative polynomial identity testing for algebraic branching programs over rationals is complete for the logspace counting class $\ceql$, and over fields of characteristic $p$ the problem is in $\modpl/\poly$. 2.we show an exponential lower bound for expressing the raz-yehudayoff polynomial as the hadamard product of two monotone multilinear polynomials. in contrast the permanent can be expressed as the hadamard product of two monotone multilinear formulas of quadratic size.",V. Arvind,http://arxiv.org/pdf/0907.4006v1,2009-07-23T08:52:50Z,2009-07-23T08:52:50Z,cs.CC,['cs.CC'],2009,cs,CC
0907.1307v1,"Reducing Tile Complexity for the Self-Assembly of Scaled Shapes Through
  Temperature Programming","this paper concerns the self-assembly of scaled-up versions of arbitrary finite shapes. we work in the multiple temperature model that was introduced by aggarwal, cheng, goldwasser, kao, and schweller (complexities for generalized models of self-assembly, soda 2004). the multiple temperature model is a natural generalization of winfree's abstract tile assembly model, where the temperature of a tile system is allowed to be shifted up and down as self-assembly proceeds. we first exhibit two constant-size tile sets in which scaled-up versions of arbitrary shapes self-assemble. our first tile set has the property that each scaled shape self-assembles via an asymptotically ""kolmogorov-optimum"" temperature sequence but the scaling factor grows with the size of the shape being assembled. in contrast, our second tile set assembles each scaled shape via a temperature sequence whose length is proportional to the number of points in the shape but the scaling factor is a constant independent of the shape being assembled. we then show that there is no constant-size tile set that can uniquely assemble an arbitrary (non-scaled, connected) shape in the multiple temperature model, i.e., the scaling is necessary for self-assembly. this answers an open question of kao and schweller (reducing tile complexity for self-assembly through temperature programming, soda 2006), who asked whether such a tile set existed.",Scott M. Summers,http://arxiv.org/pdf/0907.1307v1,2009-07-07T21:37:11Z,2009-07-07T21:37:11Z,cs.CC,['cs.CC'],2009,cs,CC
0904.2728v1,"Fast Computation of Empirically Tight Bounds for the Diameter of Massive
  Graphs","the diameter of a graph is among its most basic parameters. since a few years, it moreover became a key issue to compute it for massive graphs in the context of complex network analysis. however, known algorithms, including the ones producing approximate values, have too high a time and/or space complexity to be used in such cases. we propose here a new approach relying on very simple and fast algorithms that compute (upper and lower) bounds for the diameter. we show empirically that, on various real-world cases representative of complex networks studied in the literature, the obtained bounds are very tight (and even equal in some cases). this leads to rigorous and very accurate estimations of the actual diameter in cases which were previously untractable in practice.",Clemence Magnien,http://arxiv.org/pdf/0904.2728v1,2009-04-17T15:44:49Z,2009-04-17T15:44:49Z,cs.DS,['cs.DS'],2009,cs,DS
0903.0938v1,"Algorithm for Finding $k$-Vertex Out-trees and its Application to
  $k$-Internal Out-branching Problem","an out-tree $t$ is an oriented tree with only one vertex of in-degree zero. a vertex $x$ of $t$ is internal if its out-degree is positive. we design randomized and deterministic algorithms for deciding whether an input digraph contains a given out-tree with $k$ vertices. the algorithms are of runtime $o^*(5.704^k)$ and $o^*(5.704^{k(1+o(1))})$, respectively. we apply the deterministic algorithm to obtain a deterministic algorithm of runtime $o^*(c^k)$, where $c$ is a constant, for deciding whether an input digraph contains a spanning out-tree with at least $k$ internal vertices. this answers in affirmative a question of gutin, razgon and kim (proc. aaim'08).",Nathann Cohen,http://arxiv.org/pdf/0903.0938v1,2009-03-05T16:15:16Z,2009-03-05T16:15:16Z,cs.DS,['cs.DS'],2009,cs,DS
0902.1182v1,"Directed paths on a tree: coloring, multicut and kernel","in the present paper, we study algorithmic questions for the arc-intersection graph of directed paths on a tree. such graphs are known to be perfect (proved by monma and wei in 1986). we present faster algorithms than all previously known algorithms for solving the minimum coloring and the minimum clique cover problems. they both run in $o(np)$ time, where $n$ is the number of vertices of the tree and $p$ the number of paths. another result is a polynomial algorithm computing a kernel in the intersection graph, when its edges are oriented in a clique-acyclic way. indeed, such a kernel exists for any perfect graph by a theorem of boros and gurvich. such algorithms computing kernels are known only for few classes of perfect graphs.",Olivier Durand de Gévigney,http://arxiv.org/pdf/0902.1182v1,2009-02-06T21:15:02Z,2009-02-06T21:15:02Z,cs.DM,"['cs.DM', 'G.2.1']",2009,cs,DM
0904.2027v1,A Near-Optimal Algorithm for L1-Difference,"we give the first l_1-sketching algorithm for integer vectors which produces nearly optimal sized sketches in nearly linear time. this answers the first open problem in the list of open problems from the 2006 iitk workshop on algorithms for data streams. specifically, suppose alice receives a vector x in {-m,...,m}^n and bob receives y in {-m,...,m}^n, and the two parties share randomness. each party must output a short sketch of their vector such that a third party can later quickly recover a (1 +/- eps)-approximation to ||x-y||_1 with 2/3 probability given only the sketches. we give a sketching algorithm which produces o(eps^{-2}log(1/eps)log(nm))-bit sketches in o(n*log^2(nm)) time, independent of eps. the previous best known sketching algorithm for l_1 is due to [feigenbaum et al., sicomp 2002], which achieved the optimal sketch length of o(eps^{-2}log(nm)) bits but had a running time of o(n*log(nm)/eps^2). notice that our running time is near-linear for every eps, whereas for sufficiently small values of eps, the running time of the previous algorithm can be as large as quadratic. like their algorithm, our sketching procedure also yields a small-space, one-pass streaming algorithm which works even if the entries of x,y are given in arbitrary order.",Jelani Nelson,http://arxiv.org/pdf/0904.2027v1,2009-04-13T22:54:26Z,2009-04-13T22:54:26Z,cs.DS,['cs.DS'],2009,cs,DS
